Timestamp,Email Address,Region,Province,City/ Municipality, Name of Laboratory,Type of Ownership,Type of Testing,Zoning Catchment Area (province/city/municipality) + total specimen per area per day (i.e. Rizal-50),Operating Hours per day,Operating Days,Declared turnaround time from specimen receipt to results release (in hours),Cut off time,"Actual Maximum Operational Capacity per day (# of samples than can be tested  per day-based on available machine, HR, operating hours, etc.  i.e. 1000)","Maximum number of samples that can be processed per day (based on available machine, HR, supplies, operating hours, etc. i.e. 1000)",Status of Laboratory Operational Capacity,Factors Affecting Current Operational Capacity,Number of Operational Extraction Machine ,Compatible Specimen Collection Kit to Extraction Machines,Number of Sansure SSR needed per day ,Number of VTM needed per day,Compatible DOH Procured Automated Extraction Kit to Extraction Machine,Number of Automated Extraction Kit needed per day,"Maximum Automated Extraction Output Per Day (maximum number of samples extracted per day based on available machine, HR, operating hours, etc.)","Current Automated Extraction Output per day (actual number of samples extracted per day based on available machine, HR, supplies, operating hours, etc.)",Number of Manual Extraction Kit needed per day,"Maximum Manual Extraction Output Per Day (maximum number of samples that can be extracted per day based on available machine, HR, operating hours, etc.)","Current Manual Extraction Output per day (current number of samples that can be extracted per day based on available machine, HR, supplies, operating hours, etc.)",Factors Affecting Extraction Output ,Operational PCR Machines,Number of PCR Kits needed per day,"Maximum PCR Output per day (maximum samples processed per day based on available machine, HR, operating hours, etc.)","Current PCR Output per day (current samples  processed per day based on available machine, HR, supplies, operating hours, etc.)",Type of Cartridge-based RT-PCR Machine,Type of Cartridged-based Modules,Total Operational Machine Modules (numeric value),Total number of Genexpert cartridges needed per day (numeric value),Total number of GeneXpert cartridges needed per month (numeric value),Other Requirements Prior to Acceptance of Samples,Other Laboratory Needs,Laboratory Contact Person,Contact Number (For DOH only),Specimens Collected,Preferred DOH Procured Manual Extraction Kit ,Brand of PCR Machines,Compatible DOH Procured PCR Kits to PCR Machines,Brand of RNA Extraction Machine,Testing output relative to capacity (number of samples tested/ declared maximum number of samples that can be processed) x 100 ,Positive Control Failure (No of runs in a day affected by a positive control failure),Internal Control Failure (No. of samples released with invalid result/ total number of samples tested for the day x 100),Negative Control Failure (No. of runs in a day affected by negative control failure),Declared turnaround time from specimen receipt to results release (in hours),Maximum Machine Operational Capacity [total samples per run x number of runs per day x total machines (separate RNA extraction from RT PCR machines i.e. 400; 500)],Total samples tested last week (from Mon to Sun),Total Cartridged-based samples tested per day
3/29/2021 18:16:23,molecularlab.tph@gmail.com,III,Tarlac,Tarlac City,Tarlac Provincial Hospital- Molecular Pathology Laboratory,LGU Owned,RT-PCR and GeneXpert,TARLAC 212,12 hours,6 days,48 hours,10:00 AM,212,152,Average/Manageable,Few patients from contact tracing and Private Hospitals with MOA to other Molecular Lab,2,VTM,,212,Genamplify BeaDxMax,180,180,152,18,18,8-10,,2,180,180,152,Cepheid GeneXpert,Four placer,3,24,576,"Soft copy of completely and properly filled up CIF and Line list sent to molecularlab.tph@gmail.com.
Samples submitted to laboratory must have the hard copy","Laboratory operation is 10 hours only, 10 hrs is not included in the choices, thus 12 hrs is checked.","Michelle Tanglao-Miranda, MD, FPSP",0919-069-5106/ 09178717329,,,,,,,,,,,,,
3/29/2021 20:06:41,djnrmhsmolecularlab@gmail.com,NCR,Metro Manila,Caloocan,Dr Jose N. Rodriguez Rodriguez Memorial hospital and sanitarium Molecular Diagnostic Laboratory ,DOH Owned,RT-PCR and GeneXpert,300 ofw/50 LGU,16 hours,7 days with holidays,48 hours,5:00 pm,270,270,Increase,Ofw testing/mandatory swabbing,1,Sansure SSR,270,270,Sansure,12,270-300,270-300,270-300,270-300,270-300,Ofw/mandatory swab,4,12,270-300,270-300,Cepheid GeneXpert,Four placer,4,5,150,Valid id/cif/line list,,Maverick flores,9654960544,,,,,,,,,,,,,
3/29/2021 21:28:17,rain@kelidevices.com,NCR,Metro manila,Mandaluyong City,A Star laboratories ,Private,RT-PCR,Las piñas/bgc/qc,16 hours,6 days,24 hours,12 noon and 7 pm,200-300,200-300,Increase,Surge of positive patients ,4,"Sansure SSR, VTM and SSR, Maccura ",150 to 200,200-300,MGI Easy Magnetic Beads Virus DNA/RNA Extration Kit,200-300,200/300,200/300,0,We are Automated,We are Automated,N/a,2,200-300,200-300,20-300,Cepheid GeneXpert,Healforce X960B,Not applicable ,Not applicable ,Not applicable ,Complete online cif and masterlist- proper specimen transportation ,,Rain Mante ,09176259681,,,,,,,,,,,,,
3/29/2021 22:41:39,lpghstc.molecular@gmail.com,NCR,metro manila,Las Piñas city,Las Piñas General Hospital and Satellite Trauma Center,DOH Owned,RT-PCR and GeneXpert,Las Piñas -200,12 hours,7 days with holidays,48 hours,2 pm,260,200,Increase,Surge in samples for testing,1,Sansure SSR,200,0,Na,2,260,200,0,0,0,Na,2,10,260,200,Cepheid GeneXpert,Four placer,1,4,240,Na,,Cecil Alcazaren,09471962187,,,,,,,,,,,,,
3/30/2021 9:03:22,r1mc.molecularlab@gmail.com,I,Pangasinan,Dagupan,Region 1 Medical Center,DOH Owned,RT-PCR and GeneXpert,Pangasinan- 200,12 hours,7 days,72 hours,6PM,270,144,Average/Manageable,NA,1,Sansure SSR,270,NA,Sansure,270,270,144,NA,NA,NA,NA,1,270,270,144,Cepheid GeneXpert,Sixteen placer,16,64,1920,CIF,NA,"Gary U. Ong, MD, FPSP, FPSMS, FRIMED, MPH",09395321888,,,,,,,,,,,,,
3/30/2021 10:08:48,jentorresmd@gmail.com,IV-A,Laguna,Calamba City,Calamba Medical Center,Private,RT-PCR,Laguna - 230; Batangas - 20,8 hours,6 days with holidays,24 hours,12nn,350,310,Increase,COVID surge,1,VTM and SSR,0,350,none,350,350,310,310,310,310,Variability of samples,1,350,350,310,none,none,0,0,0,none,none,"Jennifer B. Torres, MD",09998829848,,,,,,,,,,,,,
3/30/2021 10:21:48,ludhmcmolbio@gmail.com,IV-A,QUEZON,LUCENA,Lucena United Doctors Hospital and Medical Center Molecular Laboratory,Private,RT-PCR,Quezon - 300,16 hours,7 days,48 hours,2pm,300,300,Average/Manageable,N/A,1,VTM,N/A,300,N/A,10,312,282,N/A,N/A,N/A,N/A,1,4,312,282,N/A,N/A,2,N/A,N/A,N/A,N/A,Danilo Andro Garcia ,09176714816,,,,,,,,,,,,,
3/30/2021 10:47:08,pnpcovid19.cl@gmail.com,NCR,Metro Manila,Quezon City,PNP Crime Laboratory COVID-19 RT-PCR Testing Facility,Other Government Agency,RT-PCR,NCR - 300 to 500,8 hours,6 days,48 hours,12:00 NN,500,300,Increase,Increased number of positive cases lately,2,VTM,N/A,150,Magabio Extraction Kit,20 to 25 Magabio plates per day,500,300,N/A,150,0,Time consuming,2,6 to 10 BGI PCR kits per day,500,300,Others,N/A,0,0,0,Linelist and CIFs,None,PLTCOL MARIA THERESA A BODO - 09176812004,,,,,,,,,,,,,,
3/30/2021 11:51:56,jeanelyntaguinod@gmail.com,II,Cagayan,Tuguegarao City,Cagayan Valley CHD TB Reference Laboratory,DOH Owned,GeneXpert,Batanes: 20-20/day; other DRUs: 10-20/ day,8 hours,7 days with holidays,24 hours,"Cut off for specinen receiving: 3pm on weekdays, 10am on weekends",119,85,Average/Manageable,Number of specimens received per day,2,VTM and SSR,,,,,,,,,,,,,,,Cepheid GeneXpert,"Four placer, Sixteen placer",17,119,3570,Must be encoded in COVID CODA (local IS linked with CDRS),Operational extraction machines refer to the 2 gx machines of the lab,Shirlyn A. Perez,09178721107,,,,,,,,,,,,,
3/30/2021 13:55:29,rcdalc.20@gmail.com,VI,CAPIZ,ROXAS CITY,ROXAS CITY DIAGNOSTIC AND LABORATORY CENTER,LGU Owned,RT-PCR,ILOILO - 50,8 hours,6 days with holidays,24 hours,11:00 AM,100,50,Average/Manageable,NONE,No Extraction Machine,N/A,N/A,50,N/A,N/A,N/A,N/A,1,100,50,NONE,1,1,50,50,N/A,N/A,N/A,N/A,N/A,NONE,,CRIS JOHN Q. MANALO,09294843822,,,,,,,,,,,,,
3/30/2021 14:02:14,culsanlab@gmail.com,IV-B,PALAWAN,CULION,CULION SANITARIUM AND GENERAL HOSPITAL,DOH Owned,GeneXpert,NORTHERN PALAWAN - 40,8 hours,5 days,48 hours,03:00 pm,48,30,Increase,"Manpower, Supply",No Extraction Machine,N/A,0,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,Cepheid GeneXpert,Four placer,6,20,200,"CIF, REQUEST FORM, STORAGE TEMPERATURE, PROPER TRANSPORT TEMPERATURE, ",None,ALDRIN JASON N. TABLA,09669733178,,,,,,,,,,,,,
3/30/2021 14:48:22,pghgxlab2020@gmail.com,NCR,Metro Manila,Manila,UP-PGH Molecular Pathology Laboratory,Other Government Agency,RT-PCR and GeneXpert,Manila-600,24 hours,7 days with holidays,24 hours,None,1000,500-600,Increase,Surge of COVID-19 cases and OFW specimens,3,VTM,None,600,"Thermo Scientific Magmax Extraction kit, Kingfisher with consumables",600,1000,600,600,800,400,"Number of available personnel, availability of supplies",2,600,1000,600,"Cepheid GeneXpert, BDMAX",Four placer,4,20,600,Online filling of CIF using PGH portal,,Erick Martin Yturralde,,,,,,,,,,,,,,
3/30/2021 15:08:23,prcnegocc.molab@gmail.com,VI,Negros Occidental,Bacolod City,PRC Negros Occidental Molecular Laboratory,Private,RT-PCR,Bacolod - 65,16 hours,7 days with holidays,48 hours,5:00 pm,1000,180,Average/Manageable,,1,Sansure SSR,200,200,,,1000,180,,,,,2,4-5 kits,1000,180,,,,,,,,Mary Grace Napoles,09162886389,,,,,,,,,,,,,
3/30/2021 16:11:59,oksicovid19lab@gmail.com,IV-B,Occidental Mindoro,Mamburao,Occidental Mindoro Provincial Hospital-Genexpert Lab,LGU Owned,GeneXpert,Whole Province of Occidental Mindoro- varying number of samples received,8 hours,5 days,24 hours,3:00PM,24,24,Increase,Cartridge availability and sharing of Gx machine with TB-DOTS and HIV Program,No Extraction Machine,,,,,,,,,,,,1,,,,Cepheid GeneXpert,Four placer,4,24,480,"Completely filled-up CIF, Lab Request, Linelist and PMRF",,Larry P. Amita,,,,,,,,,,,,,,
3/30/2021 17:40:47,onpcovidlab@gmail.com,IV-B,PALAWAN,PUERTO PRINCESA CITY,Ospital Ng Palawan GeneXpert Laboratory,DOH Owned,GeneXpert,All Municipalities of Palawan except Calamian Group of Islands,12 hours,7 days with holidays,24 hours,15:00,128,2,Decrease,"Limited number of cartridges, prioritization of subgroup A&B (Symptomatic Cases)",No Extraction Machine,VTM,N/A,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,128,128,2,Cepheid GeneXpert,Sixteen placer,16,128,3840,"Laboratory Request, CIF, PHIC Forms",none so far,"Jennifer V. Rabang, RMT",09399154654,,,,,,,,,,,,,
3/30/2021 22:22:33,csrlcho1covidlab@gmail.com,IV-A,Laguna,Santa Rosa,Sta. Rosa CHO GeneXpert Laboratory.,LGU Owned,GeneXpert,"Santa Rosa CHO 1-16, Santa Rosa CHO 2-16, Santa Rosa Comm. Hospital- 16",8 hours,5 days,24 hours,10 am and 6 pm,48,48,Average/Manageable,Lack of human resources,No Extraction Machine,None,None,50,Thermo Scientific Magmax Extraction kit,None,None,None,None,None,None,No machine,1,None,0,0,Cepheid GeneXpert,Four placer,8,56,1120,Complete CIF and proper packaging,In need of additional machine and trained med techs,Mariza Garing,09086609028,,,,,,,,,,,,,
3/31/2021 10:11:00,cmt.tpmd@gmail.com,NCR,Metro Manila,Parañaque City,The Premier Molecular Diagnostics,Private,RT-PCR,"Makati - 200, Cavite - 20, Manila - 100",12 hours,6 days with holidays,48 hours,3:00 PM,1000,1000,Others,Manpower,1,Sansure SSR,500,500,N/A,15,500,500,0,0,0,Manpower,3,15,500,500,N/A,N/A,0,0,0,CIF and Linelist,N/A,Gayeheart Gomez,09171708432,,,,,,,,,,,,,
4/1/2021 12:55:26,fad.result@gmail.com,NCR,METRO MANILA,MANILA,FIRSTAIDE DIAGNOSTICS,Private,RT-PCR,NCR - 88,24 hours,7 days with holidays,24 hours,0,1000,1000,Average/Manageable,N/A,3,VTM,0,0,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,MAU BUELA,09776481207,,,,,,,,,,,,,
4/5/2021 0:25:38,molecularlab@mjsantos.com.ph,CARAGA,Agusan del Norte,Butuan City,Manuel J. Santos Hospital,Private,GeneXpert,Butuan City-30,12 hours,7 days with holidays,24 hours,morning: 10am; afternoon: 2pm; on call duty: 9:30pm,"30 (14hrs; 2 modules available, 2 defective)",30 (ave),Average/Manageable,"incomplete infos of CIFs, LACK OF MANPOWER (3 analyst only), SCHEDULING, if one or more module of GeneXpert machine is defective",1,VTM,0,30,n/a,0,0,0,0,0,0,n/a,,0,0,0,Cepheid GeneXpert,Four placer,2,30,750,"complete infos in CIFs, proper storage and proper labels of samples when transporting, 1 nasopharyngeal swab only and should be placed in SANLI VTM, no visible bloody samples","exclude ""number of operational extraction machine""- n/a","Ruth Grace B. Ranario, RMT",09985822747,,,,,,,,,,,,,
4/5/2021 7:24:20,djnrmhsmolecularlab@gmail.com,NCR,METRO MANILA,CALOOCAN ,Dr Jose N. Rodriguez Rodriguez Memorial hospital and sanitarium Molecular Diagnostic Laboratory ,DOH Owned,RT-PCR and GeneXpert,300 ofw/50 LGU,16 hours,7 days with holidays,48 hours,5:00 PM,270,270,Increase,Ofw testing/mandatory swabbing,1,Sansure SSR,270,270,SANSURE,12,270-300,270-300,270-300,270-300,270-300,Ofw/mandatory swab,4,12,270-300,270-300,Cepheid GeneXpert,Four placer,4,5,150,Valid id/cif/line list,,Maverick flores,09654960544,,,,,,,,,,,,,
4/5/2021 7:41:36,batmcmolecularlab@gmail.com,IV-A,Batangas,Batangas City ,Batangas Medical Center Molecular Diagnostics Laboratory (RT-PCR) ,DOH Owned,RT-PCR,Batangas Province - 50-150 per day,8 hours,5 days with holidays,72 hours,12 noon,180,50-150,Increase,Increase in the number of positive cases and contact tracing activities ,2,VTM,N/A,50-150,Maccura MagBind RNA Extraction Kit,50-150,180,50-150,50-150,180,50-150,Increase in the number of samples being submitted per day due to the surge of positive cases and contact tracing activities ,2,50-150,180,50-150,N/A,N/A,N/A,N/A,N/A,"Coordination with our laboratory and submission of the following:
-Laboratory Request Form
-Case Investigation Form
-Members Data Record from PhilHealth
-Laboratory Receiving Form (Line list)",We currently have 5 Analysts and 4 Encoders only,Patricia Mae U. Macalalad ,09152723871,,,,,,,,,,,,,
4/5/2021 8:14:27,jeanelyntaguinod@gmail.com,II,Cagayan,Tuguegarao City,Cagayan Valley CHD TB Reference Laboratory,DOH Owned,GeneXpert,Batanes: 10-20/day; other DRUs: 80-100/ day,8 hours,7 days with holidays,24 hours,"Cut off for specinen receiving: 3pm on weekdays, 10am on weekends",112,85,Average/Manageable,,2,VTM and SSR,,,,,,,,,,,,,,,Cepheid GeneXpert,"Four placer, Sixteen placer",15,112,3360,Must be encoded in COVID CODA (local IS linked with CDRS),Operational extraction machines refer to the 2 gx machines of the lab,Shirlyn A. Perez,09178721107,,,,,,,,,,,,,
4/5/2021 8:15:28,pasigmolecularlab@gmail.com,NCR,Metro Manila,Pasig,Pasig City Children's Hospital,LGU Owned,RT-PCR,Pasig- 800,12 hours,6 days,48 hours,7pm,500,800,Increase,Surge of samples,2,VTM,,300,,1000,500,800,,,,Surge of samples,2,20,500,800,,,,,,,,Mc Henry A. Vega,,,,,,,,,,,,,,
4/12/2021 15:56:55,boholpcrlaboratory@gmail.com,VII,Bohol,Tagbilaran City,Bohol Containerized PCR Laboratory ,Other Government Agency,RT-PCR,Bohol-94,8 hours,7 days with holidays,48 hours,8:00 AM,180,94,Decrease,Number of samples received and availability of reagents,No Extraction Machine,VTM and SSR,180,180,Manual Extraction ,0,0,0,2,180,94,Number of samples received and availability of reagents,2,2,180,94,None,None,0,0,0,Complete info in CIF and proper specimen packaging,,Dr. Cesar Tomas Lopez,09496091784,,,,,,,,,,,,,
4/5/2021 8:24:15,pnpcovid19.cl@gmail.com,NCR,Metro Manila,Quezon City,PNP Crime Laboratory COVID-19 RT-PCR Testing Facility,Other Government Agency,RT-PCR,NCR - 300 to 500,8 hours,6 days,48 hours,12:00 NN,500,300,Increase,Increased number of positive cases lately,2,VTM,N/A,150,Magabio Extraction Kit,20 to 25 Magabio plates per day,500,300,N/A,150,0,Time consuming,2,6 to 10 BGI PCR kits per day,500,300,Others,N/A,0,0,0,Linelist and CIFs,None,PLTCOL MARIA THERESA A BODO - 09176812004,,,,,,,,,,,,,,
4/5/2021 8:25:16,armmcmole.rtpcr@gmail.com,NCR,NCR,MARIKINA CITY,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,DOH Owned,RT-PCR and GeneXpert,NCR-50; RIZAL-30,8 hours,6 days with holidays,48 hours,1:00 PM,80,60,Increase,"Lack of Manpower, Constraint on Schedule, Not fully automated",1,VTM and SSR,40,40,Genolution Nextractor 48,2,2,0,0,1,60,"Lack of Manpower, Constraint schedule",1,2,80,60,Cepheid GeneXpert,"Four placer, Sixteen placer",20,20,300,"CIF, Lab Request Form, CF-2, CDRS-based LinelisT, Specimen integrity",N/A,RACQUEL RHYS CASAOL VERZOSA,09154324900,,,,,,,,,,,,,
4/5/2021 8:56:28,culsanlab@gmail.com,IV-B,PALAWAN,CULION,CULION SANITARIUM AND GENERAL HOSPITAL,DOH Owned,GeneXpert,Northern Palawan - 40,8 hours,7 days,48 hours,03:00 pm,48,30,Increase,"Manpower, Supply",No Extraction Machine,N/A,0,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,Cepheid GeneXpert,Four placer,6,20,200,"CIF, REQUEST FORM, STORAGE TEMPERATURE, PROPER TRANSPORT TEMPERATURE",NONE,"ALDRIN JASON N. TABLA, RMT",09669733178,,,,,,,,,,,,,
4/5/2021 9:02:10,encoding.qc@biopath.ph,NCR,METRO MANILA,E. RODRIGUEZ,"BIOPATH CLINICAL DIAGNOSTICS, INC. E. RODRIGUEZ",Private,RT-PCR and GeneXpert,METRO MANILA - 100,16 hours,7 days,,2:00 PM,500,100-200,Average/Manageable,NONE,2,VTM,NONE,,,,,,,,,,2,,,,Cepheid GeneXpert,Sixteen placer,,,,,,"MARIEL CHARI CANOZA, CMT",09175692445,,,,,,,,,,,,,
4/5/2021 9:16:57,bmcmolecular@gmail.com,CARAGA,AGUSAN DEL NORTE,BUTUAN CITY,BUTUAN MEDICAL CENTER,LGU Owned,RT-PCR and GeneXpert,CARAGA REGION/500,24 hours,7 days,48 hours,8PM,RT PCR- 300 GENEXPERT-40,RT PCR- 200 GENEXPERT-20 (DUE TO MACHINE OUT OF ORDER),Average/Manageable,,1,VTM,,DOH SENT SAMPLES,,0,144,0,FOR 200 SAMPLES,400,200,DEPENDENT ON SENT SAMPLES,2,FOR 200 SAMPLES,400,200,Biofire,Four placer,1,10,300,COMPLETELY FILLED CIF,,MHIZELIE JAVE GONZAGA,,,,,,,,,,,,,,
4/5/2021 9:22:46,parkwaybaguio@gmail.com,CAR,Benguet ,Baguio ,Parkway Medical and Diagnostic Center ,Private,RT-PCR,"Baguio and CAR - 200
Pangasinan- 50
La Union - 20",8 hours,7 days with holidays,24 hours,4PM ,500 samples ,Average of 150 samples ,Increase,None ,2,"VTM, Sansure SSR, VTM and SSR",500,500,NA ,500,500,200,500,500,100,None ,2,500,500,500,NA ,NA ,0,0,0,Triple Packed in cold chain ,,Dr. Dave Taclobao,09155933841,,,,,,,,,,,,,
4/5/2021 9:38:46,rfortuno@detoxicare.com.ph,NCR,Philippines,Mandaluyong,Detoxicare Molecular Diagnostics Laboratory,Private,RT-PCR,NCR,24 hours,7 days with holidays,48 hours,8pm,2800,4000,Average/Manageable,Manpower,7,VTM and SSR,1000,1500,,3000,3200,2400,none,none,none,manpower,6,2500,2500,2500,n/a,n/a,none,none,none,"linelist, valid ID and CIF",none,Rachelle Ann Fortuno,09171379937,,,,,,,,,,,,,
4/5/2021 9:42:57,oksicovid19lab@gmail.com,IV-B,Occidental Mindoro ,Mamburao,Occidental Mindoro Provincial Hospital-Genexpert Lab,LGU Owned,GeneXpert,Whole Province of Occidental Mindoro -varying number of specimen/municipality,8 hours,5 days,24 hours,4pm,24,24,Increase,"Allocation of cartridges, shared Gx4 with TB DOTS and HIV Programs",No Extraction Machine,,,,,,,,,,,,,,,,Cepheid GeneXpert,Four placer,4,24,480,"Properly filled up CIF, Linelist, PMRF, Properly packed samples",,Larry Amita,,,,,,,,,,,,,,
4/5/2021 10:04:17,josemarizoilo.deborja@qrdiagnostics.ph,NCR,Las Piñas,Las Piñas,QR Medical Laboratories Inc.,Private,RT-PCR,154,8 hours,6 days,24 hours,2:00 pm,96,154,Increase,Increased sample input,1,VTM,,,AIT Biotech/ abGenix,1,30,154,1,15,15,Time Consuming,1,2,96,154,FTD-SARS CoV 2,,1,0,0,,,"Jose Mari Zoilo B. De Borja, RMT",09267075661,,,,,,,,,,,,,
4/5/2021 10:07:03,jblmghmpl.covid19@gmail.com,III,Pampanga,San Fernando,Jose B.Lingad Memorial General Hospital,DOH Owned,RT-PCR and GeneXpert,3000,24 hours,6 days,48 hours,12 MN,3000,1000,Average/Manageable,NONE,5,VTM and SSR,800,200,"MGI Easy Magnetic Beads Virus DNA/RNA Extration Kit, Sansure Sample Released Reagent","Sansure SRR-17 kits,MGI Easy - 0.125 kit",3000,1000,0,0,0,None,8,"Sansure PCR - 34 kits,BGI- 4 kits",3000,1000,Cepheid GeneXpert,Four placer,1,96,2976,"Properly filled up and encoded CIF,linelist,summary form",none,"Andres T.Miranda,RMT",09064502963,,,,,,,,,,,,,
4/5/2021 10:09:54,dwh.virology@gmail.com,VIII,LEYTE,TACLOBAN,DIVINE WORD HOSPITAL,Private,RT-PCR,N/A,16 hours,7 days with holidays,48 hours,2 PM,500,150,Decrease,LGU SWABS DECREASED DUE TO NO SWABBING OF LSI,2,VTM,N/A,150,MAG-BIND RNA EXTRACTION KIT,5,500,150,N/A,N/A,N/A,N/A,2,2,500,150,N/A,N/A,N/A,N/A,N/A,COMPLETELY FILLED OUT REQUEST AND CIF,,RAZEL AIZA B. PEDROSA,09655529198,,,,,,,,,,,,,
4/5/2021 10:16:39,cmdlservices.uplb@up.edu.ph,IV-A,Laguna,Los Banos,UPLB COVID-19 MOLECULAR DIAGNOSTIC LABORATORY,Other Government Agency,RT-PCR,Laguna - 100 to 160,12 hours,5 days,48 hours,1 pm,180,80-160,Average/Manageable,Number of incoming samples; internet services,No Extraction Machine,No extraction machine,We don't use Sansure SSR,80 (Some RHUs do not request for replacement VTMs because they have their own supply),No extraction machine,None,N/A (no extraction machine),N/A,100-160,180,100-160,Performing repeat runs and number of samples received by cut off time,3,180 reactions,240,100-160,None,None,0,0,0,"CIFs, linelist",,Maria Genaleen Q. Diaz,09176456265,,,,,,,,,,,,,
4/5/2021 10:19:01,lagunamolecularlaboratory@gmail.com,IV-A,Laguna,San Pablo City,Laguna Provincial Hospital - San Pablo City District Hospital,LGU Owned,RT-PCR,"Laguna, Batangas & Quezon - 270",12 hours,7 days with holidays,48 hours,4:00PM,270,270,Increase,Increased positive cases,No Extraction Machine,N/A,270,0,N/A,N/A,N/A,N/A,6 packs x 48's,270,270,Increased positive cases,2,12 kits x 24's,270,270,,,,,,"Laboratory Request Form, CIF",,"Maria Rhea C. Barrion, RMT",09516909328,,,,,,,,,,,,,
4/5/2021 10:26:51,molecular_lab@chonghua.com.ph,VII,Cebu,Cebu City,Molecular Pathology Laboratory- Chong Hua Hospital Cebu City,Private,RT-PCR,Cebu City- 100,24 hours,7 days with holidays,24 hours,none,135,135,Average/Manageable,none,2,Sansure SSR,200,none,,,,,6,135,135,none,,,,,,,,,,CIF and Laboratory Request,none,Josephine Jasmin Ong,09177703492,,,,,,,,,,,,,
4/5/2021 10:33:54,djprchmolecularlab@gmail.com,XII,SOUTH COTABATO,GENERAL SANTOS CITY,DR. JORGE P. ROYECA HOSPITAL,LGU Owned,RT-PCR,64,8 hours,7 days with holidays,24 hours,8AM,128,64,Decrease,AVAILABILITY OF CONSUMABLES ,1,VTM,N/A,64,N/A,64,128,64,AS NEEDED,AS NEEDED,AS NEEDED,AVAILABILITY OF CONSUMABLES ,2,64,128,64,N/A,N/A,N/A,N/A,N/A,CIF,N/A,RIZA S. BERENIO,09261517768,,,,,,,,,,,,,
4/5/2021 10:49:44,evrcovidtestingcenter@gmail.com,VIII,LEYTE,TACLOBAN,EASTERN VISAYAS REGIONAL COVID-19 TESTING CENTER,DOH Owned,RT-PCR,NOT YET IMPLEMENTED,16 hours,6 days with holidays,48 hours,1PM,800,600,Average/Manageable,MANPOWER,1,GENOLUTION,200,200,GENOLUTION,3,200,200,20,400,400,MANPOWER,3,24,600,600,N/A,N/A,N/A,N/A,N/A,BOOKING AT THE DOH-RESU 8 AND COMPLETELY FILLED OUT REQUEST FORMS AND CIF FORMS,,CATHERINE M. GALOLA,09177097332,,,,,,,,,,,,,
4/5/2021 10:56:15,lpghstc.molecular@gmail.com,NCR,metro manila,Las Piñas city,Las Piñas General Hospital and Satellite Trauma Center,DOH Owned,RT-PCR and GeneXpert,Las piñas - 200,12 hours,7 days with holidays,48 hours,3pm,260,200,Increase,Increase of number of swab samples,1,Nextractor genolution 48,200,0,,1,200,200,0,0,0,,2,9,200,200,Cepheid GeneXpert,Four placer,4,4,4,,,Cecil Alcazaren,09471962187,,,,,,,,,,,,,
4/5/2021 11:21:58,flordelizyao.sddiph@gmail.com,NCR,NCR,MANDALUYONG CITY,SAFEGUARD DNA DIAGNOSTICS INC.,Private,RT-PCR,Mandaluyong - 900,24 hours,7 days with holidays,48 hours,48hrs and 24hrs Stat:   6:30am to 11:00pm  12-18 hrs STAT (Strictly for Medical Purpose Use only):  6:30am to 12:00noon and 4:00pm to 11:00pm,1200,1200,Increase,MANPOWER,10,"VTM, VTM and SSR",NA,900-1200,LOGIX SMART (COVID 19 KIT),3 BOXES (1 BOX/480TEST),900 - 1200,900 - 1200,NA,NA,NA,NA,4,10-14 PCR PLATE,900 - 1200,900 - 1200,NA,NA,NA,NA,NA,NA,"COMPLETE CIF, ID OF PATIENT, PRIOR APPOINTMENT",RUEL MANITO,09171402424,,,,,,,,,,,,,
4/5/2021 13:01:45,ignacioirene29@gmail.com,NCR,NCR,Taguig City,Taguig City Molecular Laboratory,LGU Owned,RT-PCR,n/a,8 hours,5 days,72 hours,n/a,500,500,Increase,n/a,1,VTM and SSR,n/a,n/a,Kingfisher with consumables,n/a,n/a,480,n/a,n/a,n/a,n/a,1,n/a,500,500,Others,,n/a,n/a,n/a,n/a,n/a,Irene Gamoyao,09499031482,,,,,,,,,,,,,
4/5/2021 13:36:25,mmtobias@themedicalcity.com,NCR,Rizal,Pasig,The Medical City - Ortigas,Private,RT-PCR and GeneXpert,Pasig/250,16 hours,7 days with holidays,24 hours,"4am, 1pm and 3pm",500,250,Increase,Influx of patients,2,VTM,N/A,300,Genefinder viral rna,10,500,250,1 Qiagen 250 tests/ 2 Hi Pure Roche,500,250,Repeat runs,3,12,500,250,Cepheid GeneXpert,Four placer,8,5,100,Complete documents and proper handling of samples,,Dr. Rose Lou Marie Agbay/Maria Luisa Tobias,8 988 1000 local 6125,,,,,,,,,,,,,
